Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Zone_X_Min,Zone_Y_Min,Zone_X_Max,Zone_Y_Max,Zone_Center_X,Zone_Center_Y,Adult_Count,Child_Count,Elderly_Count,Disabled_Count,Total_Occupancy_Raw,Fire_Alarm_Triggered,Smoke_Obscuration_Pct,Sprinkler_System_Status,Hazard_Level_Rating,Zone_Clearance_Status,Exit_Route_Passable,Evacuation_Priority_Score,Last_Manual_Sweep_Time,Event_Type,Details,PM2.5,VOC,Temperature,CO2,Humidity,Hazard_Level_Score,Hour,Minute,TimeInMinutes,Zone_Enc,Floor_Enc,Vulnerable_Count,Vulnerable_Ratio,Exit_Passable_Enc,Sprinkler_Enc,Temp_Trend,Smoke_Trend,VOC_Trend,Vulnerable_Weighted,PM25_Log,VOC_Log,Fire_Indicator_Binary,Env_Risk_Index,Smoke_Temp_Interaction,Predicted_Hazard_Score,Predicted_Evacuation_Priority_Score,DP_Total_Occupancy,DP_Adult_Count,DP_Child_Count,DP_Elderly_Count,DP_Disabled_Count,DP_Vulnerable_Count,DP_Heatmap_Value,Predicted_Hazard_Level,Predicted_Evacuation_Priority_Level
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,3,1,0,10,0,3.59,Off,Low,Not Started,Yes,24.69,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,9.33,123.91,21.7,589.61,49.82,0.16,8,50,530,1,1,4,0.4,1.0,0.0,-0.4299999999999997,-1.2599999999999998,1.7099999999999937,0.54,2.3350522831315472,4.827593477977818,0,0.20268253817581827,77.90299999999999,0.36,26.46,9,7,1,2,0,3,0.265,Low,Moderate
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,0,2,0,8,0,4.07,Off,Low,Not Started,Yes,15.3,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,10.59,134.7,22.02,596.06,46.68,0.51,8,55,535,1,1,2,0.25,1.0,0.0,0.3200000000000003,0.4800000000000004,10.789999999999992,0.375,2.4501426573516603,4.9104465668408235,0,0.2158085652595342,89.62140000000001,0.52,15.35,7,7,5,0,0,5,0.206,Low,Low
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,0,0,1,8,0,3.73,Off,Low,Not Started,Yes,11.37,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,9.69,143.85,22.68,635.01,50.05,0.32,9,0,540,1,1,1,0.125,1.0,0.0,0.6600000000000001,-0.3400000000000003,9.150000000000006,0.2375,2.3693087250369538,4.975698724215359,0,0.21494368753535245,84.5964,0.61,10.94,7,7,0,0,1,1,0.206,Low,Low
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,0,1,0,10,0,2.23,Off,Low,Not Started,Yes,11.29,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,5.8,142.06,22.9,648.79,51.73,0.73,9,5,545,1,1,1,0.1,1.0,0.0,0.21999999999999886,-1.5,-1.789999999999992,0.15,1.916922612182061,4.963264122680238,0,0.1755901112758768,51.06699999999999,0.5,11.24,10,9,0,2,0,2,0.294,Low,Low
2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,1,0,1,8,0,3.14,Off,Low,Not Started,Yes,15.96,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,8.17,129.86,22.77,626.88,49.25,0.43,9,10,550,1,1,2,0.25,1.0,0.0,-0.129999999999999,0.9100000000000001,-12.199999999999989,0.4,2.2159372862683733,4.874128049441593,0,0.20182756803332344,71.4978,0.54,16.33,8,6,1,0,2,3,0.235,Low,Low
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,1,1,0,11,0,3.15,Off,Low,Not Started,Yes,16.09,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,8.19,115.0,21.89,619.55,47.79,0.0,9,15,555,1,1,2,0.18181818181818182,1.0,0.0,-0.879999999999999,0.009999999999999787,-14.860000000000014,0.2545454545454545,2.2181159363675955,4.7535901911063645,0,0.19421823138834668,68.9535,0.39,16.31,14,10,2,0,3,5,0.412,Low,Low
2026-04-01 09:20:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,1,1,0,9,0,3.63,Off,Low,Not Started,Yes,15.22,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,9.45,99.71,21.92,609.78,46.65,0.62,9,20,560,1,1,2,0.2222222222222222,1.0,0.0,0.030000000000001137,0.48,-15.290000000000006,0.3111111111111111,2.34660197841082,4.612245099660053,0,0.20575006146706074,79.56960000000001,0.4,15.53,9,7,1,1,2,4,0.265,Low,Low
2026-04-01 09:25:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,0,0,0,9,0,3.08,Off,Low,Not Started,Yes,5.19,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.0,110.91,22.66,588.54,45.41,0.11,9,25,565,1,1,0,0.0,1.0,0.0,0.7399999999999984,-0.5499999999999998,11.200000000000003,0.0,2.1972245773362196,4.717694976829936,0,0.19915643568975494,69.7928,0.67,5.43,10,6,1,0,0,1,0.294,Low,Low
2026-04-01 09:30:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,10,1,0,0,11,0,4.49,Off,Low,Not Started,Yes,11.05,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,11.68,109.38,22.78,549.61,47.9,0.47,9,30,570,1,1,1,0.09090909090909091,1.0,0.0,0.120000000000001,1.4100000000000001,-1.5300000000000011,0.11818181818181818,2.5400259490090797,4.703928958011355,0,0.23144716447370733,102.2822,0.56,11.31,8,9,1,0,1,2,0.235,Low,Low
2026-04-01 09:35:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,1,0,10,0,3.69,Off,Low,Not Started,Yes,15.55,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,9.6,111.08,22.42,557.73,45.99,0.09,9,35,575,1,1,2,0.2,1.0,0.0,-0.35999999999999943,-0.8000000000000003,1.7000000000000028,0.27999999999999997,2.3608540011180215,4.719212902028752,0,0.21172138682026417,82.72980000000001,0.44,15.84,11,8,1,1,0,2,0.324,Low,Low
2026-04-01 09:40:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,5,1,1,0,7,0,3.72,Off,Low,Not Started,Yes,13.88,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.,9.66,99.18,22.34,521.9,46.02,0.17,9,40,580,1,1,2,0.2857142857142857,1.0,0.0,-0.08000000000000185,0.03000000000000025,-11.899999999999991,0.39999999999999997,2.3664984187376983,4.606968567929471,0,0.2114702986984007,83.1048,0.45,14.42,7,4,1,0,0,1,0.206,Low,Low
2026-04-01 09:45:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,10,0,1,0,11,0,3.66,Off,Low,Not Started,Yes,11.92,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,9.52,98.1,23.09,510.36,44.23,0.86,9,45,585,1,1,1,0.09090909090909091,1.0,0.0,0.75,-0.06000000000000005,-1.0800000000000125,0.13636363636363635,2.3532782073095637,4.596129441335942,0,0.2173487752271113,84.5094,0.59,11.33,10,11,0,0,0,0,0.294,Low,Low
2026-04-01 09:50:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,5,1,4,1,11,0,1.28,Off,Low,Not Started,Yes,39.04,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,3.34,95.7,22.54,538.14,43.19,1.23,9,50,590,1,1,6,0.5454545454545454,1.0,0.0,-0.5500000000000007,-2.38,-2.3999999999999915,0.8363636363636363,1.4678743481123135,4.571613402459248,0,0.13234355122580618,28.8512,0.52,39.35,11,3,3,5,2,10,0.324,Low,Moderate
2026-04-01 09:55:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,1,2,12,0,0.41,Off,Low,Not Started,Yes,30.53,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 12 with no active emergency indicators.,1.07,86.77,22.66,563.88,42.81,1.27,9,55,595,1,1,4,0.3333333333333333,1.0,0.0,0.120000000000001,-0.8700000000000001,-8.930000000000007,0.5499999999999999,0.7275486072772778,4.474719756604026,0,0.06594500576361245,9.2906,0.8,29.18,10,6,0,2,1,3,0.294,Low,Moderate
2026-04-01 10:00:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,0,2,1,11,0,1.66,Off,Low,Not Started,Yes,23.44,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,4.32,91.9,23.89,523.21,44.62,0.0,10,0,600,1,1,3,0.2727272727272727,1.0,0.0,1.2300000000000004,1.25,5.13000000000001,0.4454545454545455,1.6714733033535532,4.531523645819793,0,0.15972598886846556,39.657399999999996,0.78,23.35,13,11,0,2,0,2,0.382,Low,Low
2026-04-01 10:05:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,0,0,9,0,3.74,Off,Low,Not Started,Yes,9.87,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,9.73,110.41,23.07,579.8,46.07,0.39,10,5,605,1,1,1,0.1111111111111111,1.0,0.0,-0.8200000000000003,2.08,18.50999999999999,0.14444444444444446,2.373043556642607,4.713217090071225,0,0.2189844594069798,86.2818,0.61,10.65,9,7,1,0,0,1,0.265,Low,Low
2026-04-01 10:10:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,11,0,0,1,12,0,4.15,Off,Low,Not Started,Yes,13.51,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 12 with no active emergency indicators.,10.8,116.65,23.37,560.62,46.39,0.0,10,10,610,1,1,1,0.08333333333333333,1.0,0.0,0.3000000000000007,0.41000000000000014,6.240000000000009,0.15833333333333333,2.468099531471619,4.767714115173372,0,0.23071794420196698,96.98550000000002,0.5,13.42,12,9,0,0,1,1,0.353,Low,Low
2026-04-01 10:15:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,1,2,12,0,3.05,Off,Low,Not Started,Yes,29.96,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 12 with no active emergency indicators.,7.92,111.42,23.77,570.06,47.76,0.0,10,15,615,1,1,4,0.3333333333333333,1.0,0.0,0.3999999999999986,-1.1000000000000005,-5.230000000000004,0.5499999999999999,2.188295946591918,4.722241857573929,0,0.20806317860195955,72.49849999999999,0.42,29.19,12,6,2,1,2,5,0.353,Low,Moderate
2026-04-01 10:20:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,10,0,0,0,10,0,3.92,Off,Low,Not Started,Yes,5.86,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,10.18,110.56,23.2,547.05,48.13,0.33,10,20,620,1,1,0,0.0,1.0,0.0,-0.5700000000000003,0.8700000000000001,-0.8599999999999994,0.0,2.414126467726953,4.714562562759288,0,0.22403093620506123,90.944,0.58,5.83,10,11,0,1,5,6,0.294,Low,Low
2026-04-01 10:25:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,0,1,0,9,0,3.63,Off,Low,Not Started,Yes,10.39,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,9.43,117.19,23.14,537.53,45.98,0.0,10,25,625,1,1,1,0.1111111111111111,1.0,0.0,-0.05999999999999872,-0.29000000000000004,6.6299999999999955,0.16666666666666666,2.344686269012681,4.7722934990241495,0,0.21702416105981373,83.9982,0.44,10.49,8,13,1,1,0,2,0.235,Low,Low
2026-04-01 10:30:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,0,0,2,10,0,4.68,Off,Low,Not Started,Yes,19.52,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,12.18,143.7,22.86,525.35,46.23,1.13,10,30,630,1,1,2,0.2,1.0,0.0,-0.28000000000000114,1.0499999999999998,26.50999999999999,0.38,2.578700529074361,4.974662633637438,0,0.23579637637855957,106.98479999999999,0.77,18.05,11,8,0,0,2,2,0.324,Low,Low
2026-04-01 10:35:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,11,0,0,1,12,0,5.38,Off,Low,Not Started,Yes,13.63,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 12 with no active emergency indicators.,13.99,123.53,22.74,521.16,47.64,0.28,10,35,635,1,1,1,0.08333333333333333,1.0,0.0,-0.120000000000001,0.7000000000000002,-20.169999999999987,0.15833333333333333,2.7073833121145063,4.824546650733057,0,0.24626358606993548,122.34119999999999,0.51,13.42,12,12,1,1,1,3,0.353,Low,Low
2026-04-01 10:40:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,0,1,0,10,0,6.29,Off,Low,Not Started,Yes,11.12,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,16.35,121.27,22.53,471.41,46.81,0.35,10,40,640,1,1,1,0.1,1.0,0.0,-0.2099999999999973,0.9100000000000001,-2.260000000000005,0.15,2.8535925063928684,4.806231714156099,0,0.25716575667612535,141.71370000000002,0.55,11.53,11,10,0,1,3,4,0.324,Low,Low
2026-04-01 10:45:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,0,1,10,0,4.26,Off,Low,Not Started,Yes,16.97,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,11.08,109.94,21.69,437.68,45.52,0.13,10,45,645,1,1,2,0.2,1.0,0.0,-0.8399999999999999,-2.0300000000000002,-11.329999999999998,0.32,2.4915511925066687,4.708989514627088,0,0.21616698146187857,92.3994,0.38,17.34,10,7,0,0,2,2,0.294,Low,Low
2026-04-01 10:50:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,1,0,10,0,3.06,Off,Low,Not Started,Yes,15.76,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,7.96,123.53,21.57,462.93,45.45,0.54,10,50,650,1,1,2,0.2,1.0,0.0,-0.120000000000001,-1.1999999999999997,13.590000000000003,0.27999999999999997,2.192770226986839,4.824546650733057,0,0.18919221518442447,66.0042,0.5,15.83,10,9,0,0,0,0,0.294,Low,Low
2026-04-01 10:55:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,1,1,1,11,0,4.0,Off,Low,Not Started,Yes,23.16,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,10.39,137.28,21.76,502.76,46.26,0.94,10,55,655,1,1,3,0.2727272727272727,1.0,0.0,0.19000000000000128,0.94,13.75,0.4272727272727272,2.432735777459091,4.929280615053424,0,0.2117453220700393,87.04,0.63,23.06,12,8,0,5,0,5,0.353,Low,Low
2026-04-01 11:00:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,12,0,0,0,12,0,2.28,Off,Low,Not Started,Yes,7.32,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 12 with no active emergency indicators.,5.94,140.52,21.57,526.39,44.36,1.03,11,0,660,1,1,0,0.0,1.0,0.0,-0.19000000000000128,-1.7200000000000002,3.240000000000009,0.0,1.937301774518713,4.95244104985153,0,0.16715039710547458,49.17959999999999,0.57,6.67,9,13,0,0,0,0,0.265,Low,Low
2026-04-01 11:05:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,10,0,0,0,10,0,2.0,Off,Low,Not Started,Yes,5.79,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,5.19,129.12,21.27,540.36,49.45,0.16,11,5,665,1,1,0,0.0,1.0,0.0,-0.3000000000000007,-0.2799999999999998,-11.400000000000006,0.0,1.8229350866965048,4.86845710160515,0,0.15509531717613861,42.54,0.31,5.83,8,8,0,0,0,0,0.235,Low,Low
2026-04-01 11:10:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,8,0,2,1,11,0,2.1,Off,Low,Not Started,Yes,23.96,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,5.46,116.4,22.86,553.33,49.89,1.17,11,10,670,1,1,3,0.2727272727272727,1.0,0.0,1.5899999999999999,0.10000000000000009,-12.719999999999999,0.4454545454545455,1.8656293177945105,4.765586907393996,0,0.17059314481913004,48.006,0.69,23.49,10,8,0,3,0,3,0.294,Low,Low
2026-04-01 11:15:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,0,2,0,9,0,1.05,Off,Low,Not Started,Yes,15.8,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,2.72,92.86,22.76,555.04,50.12,0.34,11,15,675,1,1,2,0.2222222222222222,1.0,0.0,-0.09999999999999787,-1.05,-23.540000000000006,0.3333333333333333,1.3137236682850553,4.541804310366271,0,0.11960140276067144,23.898000000000003,0.44,15.76,8,7,0,0,0,0,0.235,Low,Low
2026-04-01 11:20:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,0,0,0,9,0,1.62,Off,Low,Not Started,Yes,5.26,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,4.2,97.36,22.85,566.19,49.09,0.25,11,20,680,1,1,0,0.0,1.0,0.0,0.08999999999999986,0.5700000000000001,4.5,0.0,1.6486586255873816,4.588634217347992,0,0.1506873983786867,37.017,0.46,5.44,9,9,2,0,1,3,0.265,Low,Low
2026-04-01 11:25:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,1,0,3,10,0,3.13,Off,Low,Not Started,Yes,30.29,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,8.13,86.92,22.43,536.9,46.14,0.16,11,25,685,1,1,4,0.4,1.0,0.0,-0.4200000000000017,1.5099999999999998,-10.439999999999998,0.7,2.211565694606877,4.4764273100953655,0,0.198421674120129,70.2059,0.44,29.6,10,7,1,0,4,5,0.294,Low,Moderate
2026-04-01 11:30:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,11,0,0,0,11,0,4.31,Off,Low,Not Started,Yes,6.36,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.,11.21,86.44,22.98,556.28,44.34,0.17,11,30,690,1,1,0,0.0,1.0,0.0,0.5500000000000007,1.1799999999999997,-0.480000000000004,0.0,2.502255288122613,4.470952843868283,0,0.23000730608423062,99.04379999999999,0.73,6.47,12,8,1,1,1,3,0.353,Low,Low
2026-04-01 11:35:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,0,2,1,9,0,3.16,Off,Low,Not Started,Yes,22.29,0,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.22,105.84,23.16,540.39,47.1,0.0,11,35,695,1,1,3,0.3333333333333333,1.0,0.0,0.17999999999999972,-1.1499999999999995,19.400000000000006,0.5444444444444445,2.2213750375685026,4.67133238824176,0,0.20578818348034608,73.18560000000001,0.62,22.78,9,5,5,2,2,9,0.265,Low,Low
