"Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Adult_Count,Child_Count,Elderly_Count,Disabled_Count,Total_Occupancy_Raw,Fire_Alarm_Triggered,Smoke_Obscuration_Pct,Sprinkler_System_Status,Hazard_Level_Rating,Zone_Clearance_Status,Exit_Route_Passable,Evacuation_Priority_Score,Last_Manual_Sweep_Time,Event_Type,Details,PM2.5,VOC,Temperature,CO2,Humidity,Hazard_Level_Score"
"2026-04-01 08:25:00,MON-20260401,Level 1,Z1,Reception,9,0,0,0,9,0,5.1,Off,Low,Not Started,Yes,5.65,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,13.27,74.53,21.83,614.5,43.65,1.13"
"2026-04-01 08:25:00,MON-20260401,Level 1,Z2,Workspace,17,1,3,3,24,0,3.4,Off,Low,Not Started,Yes,48.85,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.,8.85,112.78,23.17,528.34,45.94,0.3"
"2026-04-01 08:25:00,MON-20260401,Level 1,Z3,MeetingRoom,6,0,2,0,8,0,4.32,Off,Low,Not Started,Yes,15.11,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.,11.22,111.83,21.79,582.37,48.32,0.08"
"2026-04-01 08:25:00,MON-20260401,Level 1,Z4,Pantry,3,1,1,0,5,0,2.8,Off,Low,Not Started,Yes,12.66,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.,7.28,92.48,23.57,586.37,47.61,0.0"
"2026-04-01 08:25:00,MON-20260401,Level 1,Z5,Corridor,8,2,1,1,12,0,3.23,Off,Low,Not Started,Yes,28.17,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,8.4,87.82,23.63,523.55,46.9,0.7"
"2026-04-01 08:25:00,MON-20260401,Level 1,Z6,ExitArea,1,0,0,0,1,0,4.17,Off,Low,Not Started,Yes,0.94,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,10.85,98.85,22.52,641.4,48.04,0.82"
"2026-04-01 08:30:00,MON-20260401,Level 1,Z1,Reception,7,0,0,0,7,0,4.61,Off,Low,Not Started,Yes,4.49,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.,11.98,83.46,21.94,572.07,42.86,1.08"
"2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,17,3,2,1,23,0,3.34,Off,Low,Not Started,Yes,44.27,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,8.69,79.65,22.75,521.52,44.41,0.72"
"2026-04-01 08:30:00,MON-20260401,Level 1,Z3,MeetingRoom,7,0,1,0,8,0,4.5,Off,Low,Not Started,Yes,9.82,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.,11.7,104.52,22.34,600.89,42.84,0.0"
"2026-04-01 08:30:00,MON-20260401,Level 1,Z4,Pantry,4,1,2,0,7,0,3.33,Off,Low,Not Started,Yes,19.05,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,8.65,100.3,23.14,592.33,46.78,0.0"
"2026-04-01 08:30:00,MON-20260401,Level 1,Z5,Corridor,9,0,1,2,12,0,1.73,Off,Low,Not Started,Yes,25.52,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,4.49,77.23,23.68,561.78,48.31,0.25"
"2026-04-01 08:30:00,MON-20260401,Level 1,Z6,ExitArea,1,1,0,0,2,0,4.22,Off,Low,Not Started,Yes,6.03,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,10.97,107.92,22.67,628.53,46.81,0.74"
"2026-04-01 08:35:00,MON-20260401,Level 1,Z1,Reception,5,1,0,0,6,0,3.96,Off,Low,Not Started,Yes,7.98,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 6 with no active emergency indicators.,10.3,86.36,21.83,580.38,45.47,0.0"
"2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,19,2,2,1,24,0,2.98,Off,Low,Not Started,Yes,40.28,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.,7.76,65.03,23.12,578.4,43.55,0.71"
"2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,8,2,1,0,11,0,3.38,Off,Low,Not Started,Yes,21.35,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.,8.8,112.97,22.61,627.88,42.89,1.58"
"2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,5,1,0,0,6,0,4.41,Off,Low,Not Started,Yes,8.03,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.,11.47,92.15,22.36,551.56,45.56,0.11"
"2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,9,0,3,0,12,0,3.7,Off,Low,Not Started,Yes,22.85,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,9.61,84.54,23.3,574.02,49.71,0.54"
"2026-04-01 08:35:00,MON-20260401,Level 1,Z6,ExitArea,1,0,0,0,1,0,2.86,Off,Low,Not Started,Yes,0.87,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,7.43,96.61,22.78,574.5,47.66,0.67"
"2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,9,0,0,0,9,0,3.15,Off,Low,Not Started,Yes,5.16,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.2,101.18,21.3,604.22,46.14,0.03"
"2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,19,2,2,2,25,0,2.73,Off,Low,Not Started,Yes,47.19,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 25 with no active emergency indicators.,7.11,58.84,23.76,527.59,44.86,0.0"
"2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,9,0,0,2,11,0,3.78,Off,Low,Not Started,Yes,19.59,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.,9.83,111.86,22.15,613.76,43.79,0.0"
"2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,2,0,1,2,5,0,5.68,Off,Low,Not Started,Yes,22.15,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.,14.77,93.4,22.42,565.47,47.05,1.66"
"2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,8,2,1,0,11,0,3.57,Off,Low,Not Started,Yes,20.64,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 11 with no active emergency indicators.,9.27,86.23,23.05,542.55,46.52,0.0"
"2026-04-01 08:40:00,MON-20260401,Level 1,Z6,ExitArea,0,0,0,0,0,0,2.48,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.,6.45,109.09,22.75,603.97,50.35,0.44"
"2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,9,0,0,1,10,0,3.48,Off,Low,Not Started,Yes,12.82,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,9.04,98.3,21.06,610.76,45.17,1.02"
"2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,16,1,4,2,23,0,3.01,Off,Low,Not Started,Yes,48.14,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,7.83,61.08,23.75,552.82,46.17,0.0"
"2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,4,1,2,1,8,0,2.96,Off,Low,Not Started,Yes,26.35,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.,7.69,112.02,22.05,624.4,45.12,0.17"
"2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,6,1,0,0,7,0,4.99,Off,Low,Not Started,Yes,9.54,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,12.97,111.47,23.24,567.2,46.28,2.2"
"2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,14,0,0,0,14,0,2.47,Off,Low,Not Started,Yes,8.0,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 14 with no active emergency indicators.,6.42,87.09,22.87,518.28,49.09,0.0"
"2026-04-01 08:45:00,MON-20260401,Level 1,Z6,ExitArea,3,0,0,0,3,0,4.06,Off,Low,Not Started,Yes,2.15,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 3 with no active emergency indicators.,10.55,98.33,22.72,595.47,47.56,0.96"
"2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,8,0,1,0,9,0,3.18,Off,Low,Not Started,Yes,10.39,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.26,104.62,20.43,579.25,46.49,0.0"
"2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,21,0,3,0,24,0,2.66,Off,Low,Not Started,Yes,29.72,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.,6.91,99.86,23.89,605.53,47.04,0.57"
"2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,7,1,2,1,11,0,3.06,Off,Low,Not Started,Yes,28.29,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.,7.96,120.77,22.29,601.02,44.76,0.68"
"2026-04-01 08:50:00,MON-20260401,Level 1,Z4,Pantry,7,0,0,0,7,0,5.21,Off,Low,Not Started,Yes,4.94,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,13.54,123.0,23.12,570.25,46.78,2.08"
"2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,8,1,3,0,12,0,2.39,Off,Low,Not Started,Yes,27.32,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,6.21,93.09,22.13,553.21,47.56,0.37"
"2026-04-01 08:50:00,MON-20260401,Level 1,Z6,ExitArea,2,0,0,0,2,0,3.4,Off,Low,Not Started,Yes,1.55,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,8.83,75.01,22.89,575.44,46.96,0.9"
"2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,6,1,0,2,9,0,2.58,Off,Low,Not Started,Yes,23.01,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,6.7,120.65,21.3,556.69,44.99,0.04"
"2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,20,1,4,1,26,0,3.45,Off,Low,Not Started,Yes,47.84,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,8.97,118.11,23.74,613.22,46.91,1.75"
"2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,8,0,1,0,9,0,3.25,Off,Low,Not Started,Yes,10.39,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.45,111.98,22.69,583.2,47.56,0.0"
"2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,6,1,1,0,8,0,5.45,Off,Low,Not Started,Yes,14.37,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 8 with no active emergency indicators.,14.16,126.35,22.8,567.56,45.95,0.0"
"2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,12,0,0,0,12,0,2.52,Off,Low,Not Started,Yes,7.11,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,6.54,98.15,22.33,526.57,50.18,0.56"
"2026-04-01 08:55:00,MON-20260401,Level 1,Z6,ExitArea,2,0,0,0,2,0,4.43,Off,Low,Not Started,Yes,1.65,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,11.52,98.44,22.74,564.06,47.42,1.12"
"2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,7,1,1,0,9,0,2.63,Off,Low,Not Started,Yes,15.42,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,6.83,111.3,22.06,564.15,45.89,1.07"
"2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,17,1,6,0,24,0,4.08,Off,Low,Not Started,Yes,48.71,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.,10.6,123.9,23.34,629.31,47.9,0.0"
"2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,10,1,0,1,12,0,3.19,Off,Low,Not Started,Yes,18.17,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 12 with no active emergency indicators.,8.29,110.61,22.0,578.46,45.55,0.25"
"2026-04-01 09:00:00,MON-20260401,Level 1,Z4,Pantry,6,0,1,0,7,0,5.07,Off,Low,Not Started,Yes,9.25,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,13.19,106.83,23.28,559.77,43.03,0.0"
"2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,15,0,0,0,15,0,3.01,Off,Low,Not Started,Yes,8.73,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 15 with no active emergency indicators.,7.82,120.48,22.49,557.16,49.22,0.35"
"2026-04-01 09:00:00,MON-20260401,Level 1,Z6,ExitArea,1,1,0,0,2,0,4.26,Off,Low,Not Started,Yes,5.89,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,11.07,104.34,23.13,504.13,51.04,0.44"
"2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,7,0,1,2,10,0,3.2,Off,Low,Not Started,Yes,24.64,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,8.31,106.68,22.07,595.53,47.73,0.84"
"2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,18,3,3,2,26,0,3.8,Off,Low,Not Started,Yes,50.01,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,9.89,120.49,23.25,604.49,48.46,0.33"
"2026-04-01 09:05:00,MON-20260401,Level 1,Z3,MeetingRoom,10,2,1,0,13,0,4.33,Off,Low,Not Started,Yes,21.78,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 13 with no active emergency indicators.,11.26,110.64,22.35,559.76,44.65,0.0"
"2026-04-01 09:05:00,MON-20260401,Level 1,Z4,Pantry,6,0,0,0,6,0,5.91,Off,Low,Not Started,Yes,3.43,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.,15.36,98.9,22.37,617.46,43.27,0.0"
"2026-04-01 09:05:00,MON-20260401,Level 1,Z5,Corridor,10,1,2,2,15,0,3.26,Off,Low,Not Started,Yes,36.92,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 15 with no active emergency indicators.,8.48,105.2,22.64,542.8,49.56,0.0"
"2026-04-01 09:05:00,MON-20260401,Level 1,Z6,ExitArea,0,0,0,0,0,0,3.52,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.,9.14,99.33,22.74,538.72,53.94,0.49"
"2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,6,0,3,0,9,0,3.24,Off,Low,Not Started,Yes,20.89,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.42,112.36,22.13,603.06,46.3,0.0"
"2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,19,2,4,1,26,0,4.82,Off,Low,Not Started,Yes,49.86,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,12.52,112.38,23.61,569.08,52.0,0.0"
"2026-04-01 09:10:00,MON-20260401,Level 1,Z3,MeetingRoom,11,1,0,0,12,0,4.3,Off,Low,Not Started,Yes,12.11,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 12 with no active emergency indicators.,11.17,101.03,22.32,609.7,43.81,1.57"
"2026-04-01 09:10:00,MON-20260401,Level 1,Z4,Pantry,5,1,3,0,9,0,4.61,Off,Low,Not Started,Yes,25.46,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 9 with no active emergency indicators.,11.99,83.88,22.15,592.32,43.17,0.03"
"2026-04-01 09:10:00,MON-20260401,Level 1,Z5,Corridor,9,1,2,1,13,0,4.15,Off,Low,Not Started,Yes,29.33,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 13 with no active emergency indicators.,10.79,116.7,22.53,550.53,47.47,0.44"
"2026-04-01 09:10:00,MON-20260401,Level 1,Z6,ExitArea,2,0,0,0,2,0,2.8,Off,Low,Not Started,Yes,1.69,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,7.29,94.84,22.67,556.27,53.2,1.21"
"2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,6,1,0,1,8,0,1.67,Off,Low,Not Started,Yes,16.66,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,4.35,110.52,21.86,560.0,47.51,1.97"
"2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,19,5,4,0,28,0,4.25,Off,Low,Not Started,Yes,51.48,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,11.04,111.21,23.09,573.3,48.12,1.06"
"2026-04-01 09:15:00,MON-20260401,Level 1,Z3,MeetingRoom,8,1,0,2,11,0,4.22,Off,Low,Not Started,Yes,24.27,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.,10.97,97.44,22.02,600.24,43.47,0.29"
"2026-04-01 09:15:00,MON-20260401,Level 1,Z4,Pantry,5,2,0,0,7,0,4.45,Off,Low,Not Started,Yes,13.1,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,11.57,79.09,22.0,595.69,40.14,0.0"
