Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Zone_X_Min,Zone_Y_Min,Zone_X_Max,Zone_Y_Max,Zone_Center_X,Zone_Center_Y,Adult_Count,Child_Count,Elderly_Count,Disabled_Count,Total_Occupancy_Raw,Fire_Alarm_Triggered,Smoke_Obscuration_Pct,Sprinkler_System_Status,Hazard_Level_Rating,Zone_Clearance_Status,Exit_Route_Passable,Evacuation_Priority_Score,Last_Manual_Sweep_Time,Event_Type,Details,PM2.5,VOC,Temperature,CO2,Humidity,Hazard_Level_Score
2026-04-01 08:05:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,0,0,1,11,0,5.45,Off,Low,Not Started,Yes,13.39,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 11 with no active emergency indicators.,14.18,104.54,22.93,588.24,46.01,1.0
2026-04-01 08:05:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,5.14,Off,Low,Not Started,Yes,0.67,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,13.37,121.08,23.6,580.95,49.13,0.21
2026-04-01 08:10:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,0,0,0,7,0,4.1,Off,Low,Not Started,Yes,4.0,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.,10.67,127.27,21.86,580.73,46.17,0.0
2026-04-01 08:10:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,16,1,2,0,19,0,4.3,Off,Low,Not Started,Yes,26.53,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 19 with no active emergency indicators.,11.17,99.26,22.93,609.93,44.31,1.38
2026-04-01 08:10:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,0,1,9,0,4.57,Off,Low,Not Started,Yes,11.79,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.,11.87,110.39,22.32,596.28,48.9,0.0
2026-04-01 08:10:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,1,0,5,0,4.42,Off,Low,Not Started,Yes,8.54,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.,11.49,104.79,23.3,560.95,49.23,0.96
2026-04-01 08:10:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,9,0,1,0,10,0,4.96,Off,Low,Not Started,Yes,11.02,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.,12.9,110.4,23.04,607.75,47.56,0.13
2026-04-01 08:10:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,2,0,0,0,2,0,5.22,Off,Low,Not Started,Yes,1.36,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,13.57,124.77,22.79,558.06,46.99,0.49
2026-04-01 08:15:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,5,2,0,0,7,0,4.33,Off,Low,Not Started,Yes,13.1,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.,11.27,137.55,21.32,612.78,45.45,0.0
2026-04-01 08:15:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,12,2,3,3,20,0,3.98,Off,Low,Not Started,Yes,46.63,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 20 with no active emergency indicators.,10.34,102.36,23.16,592.28,46.07,0.45
2026-04-01 08:15:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,9,0,0,0,9,0,4.79,Off,Low,Not Started,Yes,5.25,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.,12.46,120.99,22.73,614.12,46.63,0.24
2026-04-01 08:15:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,6,0,0,1,7,0,5.19,Off,Low,Not Started,Yes,10.65,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,13.49,105.24,22.92,551.23,48.0,0.0
2026-04-01 08:15:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,7,1,1,1,10,0,3.4,Off,Low,Not Started,Yes,22.2,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.,8.84,101.97,22.87,544.11,46.5,0.07
2026-04-01 08:15:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,4.48,Off,Low,Not Started,Yes,0.57,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,11.65,133.63,22.3,534.51,48.53,0.0
2026-04-01 08:20:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,4,0,2,0,6,0,5.73,Off,Low,Not Started,Yes,13.93,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 6 with no active emergency indicators.,14.91,132.69,21.3,638.35,46.01,0.0
2026-04-01 08:20:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,17,0,4,0,21,0,3.97,Off,Low,Not Started,Yes,33.17,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 21 with no active emergency indicators.,10.33,108.23,22.65,581.25,44.49,0.37
2026-04-01 08:20:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,0,0,8,0,4.13,Off,Low,Not Started,Yes,4.86,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.,10.73,147.17,22.0,588.29,46.13,0.65
2026-04-01 08:20:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,1,0,5,0,4.79,Off,Low,Not Started,Yes,8.11,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.,12.45,116.56,22.56,513.12,46.96,0.0
2026-04-01 08:20:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,6,0,2,1,9,0,2.77,Off,Low,Not Started,Yes,22.8,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 9 with no active emergency indicators.,7.2,91.78,23.78,557.24,46.72,1.12
2026-04-01 08:20:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,2,0,0,0,2,0,4.18,Off,Low,Not Started,Yes,2.08,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,10.86,127.05,21.89,497.93,46.49,2.09
2026-04-01 08:25:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,1,0,0,8,0,5.06,Off,Low,Not Started,Yes,9.4,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,13.16,133.3,22.86,650.53,43.78,0.61
2026-04-01 08:25:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,18,1,2,2,23,0,3.78,Off,Low,Not Started,Yes,41.49,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,9.84,87.32,23.1,569.53,45.23,0.0
2026-04-01 08:25:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,7,0,1,0,8,0,2.79,Off,Low,Not Started,Yes,10.14,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.,7.26,124.09,22.25,544.72,47.18,0.7
2026-04-01 08:25:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,5,0,0,0,5,0,5.62,Off,Low,Not Started,Yes,3.57,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.,14.62,104.43,22.45,495.56,44.78,1.58
2026-04-01 08:25:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,9,0,1,0,10,0,4.82,Off,Low,Not Started,Yes,11.39,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.,12.53,100.45,23.64,549.23,45.38,0.95
2026-04-01 08:25:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,3,0,0,0,3,0,4.0,Off,Low,Not Started,Yes,2.14,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 3 with no active emergency indicators.,10.41,122.48,22.39,485.05,47.34,0.95
2026-04-01 08:30:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,0,0,0,6,0,5.08,Off,Low,Not Started,Yes,3.86,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 6 with no active emergency indicators.,13.21,110.19,22.65,610.25,43.74,0.96
2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,17,0,3,2,22,0,3.09,Off,Low,Not Started,Yes,42.01,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 22 with no active emergency indicators.,8.03,79.78,23.88,580.32,45.72,0.87
2026-04-01 08:30:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,7,0,2,0,9,0,3.14,Off,Low,Not Started,Yes,16.21,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.17,113.46,22.61,515.96,44.44,1.25
2026-04-01 08:30:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,1,3,1,9,0,5.02,Off,Low,Not Started,Yes,32.09,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 9 with no active emergency indicators.,13.06,91.32,22.05,470.72,40.44,0.0
2026-04-01 08:30:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,5,3,0,2,10,0,4.1,Off,Low,Not Started,Yes,32.78,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.,10.66,86.41,23.82,558.54,45.89,0.26
2026-04-01 08:30:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,4.38,Off,Low,Not Started,Yes,0.57,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,11.4,125.9,22.25,508.56,43.33,0.0
2026-04-01 08:35:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,1,0,0,7,0,3.19,Off,Low,Not Started,Yes,8.93,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.,8.29,121.2,22.87,607.31,47.07,0.84
2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,1,3,0,23,0,3.76,Off,Low,Not Started,Yes,33.44,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,9.78,71.1,23.72,581.52,47.41,0.0
2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,1,0,9,0,3.19,Off,Low,Not Started,Yes,10.54,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.,8.3,120.94,21.81,513.13,43.29,0.32
2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,6,0,1,0,7,0,4.46,Off,Low,Not Started,Yes,9.39,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,11.59,88.86,22.67,484.66,43.78,0.31
2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,1,1,0,12,0,3.32,Off,Low,Not Started,Yes,17.05,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,8.64,83.69,23.05,561.35,45.27,0.88
2026-04-01 08:35:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,0,0,0,4.21,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.,10.94,128.92,22.5,467.55,43.73,0.0
2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,5,0,1,1,7,0,4.3,Off,Low,Not Started,Yes,16.53,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.,11.19,121.57,23.03,603.43,45.35,1.41
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,25,0,0,1,26,0,6.03,Off,Low,Not Started,Yes,22.01,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,15.69,84.02,23.18,584.8,44.19,1.12
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,2,1,0,11,0,3.88,Off,Low,Not Started,Yes,20.76,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.,10.1,127.13,22.25,513.7,45.39,0.27
2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,2,0,0,6,0,4.96,Off,Low,Not Started,Yes,13.14,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.,12.9,78.23,22.43,517.64,43.79,1.35
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,9,0,3,0,12,0,3.07,Off,Low,Not Started,Yes,23.15,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,7.99,89.04,23.1,557.94,45.15,1.2
2026-04-01 08:40:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,1,1,0,3.77,Off,Low,Not Started,Yes,7.64,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,9.8,128.2,22.74,524.01,42.66,0.94
2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,3,4,0,2,9,0,4.85,Off,Low,Not Started,Yes,37.08,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.,12.6,122.2,22.13,570.51,48.19,0.97
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,18,1,3,1,23,0,5.27,Off,Low,Not Started,Yes,40.09,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,13.7,75.55,23.38,605.48,39.64,0.0
2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,3,0,11,0,2.91,Off,Low,Not Started,Yes,22.35,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.,7.56,110.45,22.9,519.86,42.33,0.69
2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,0,2,6,0,4.88,Off,Low,Not Started,Yes,17.26,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.,12.7,84.18,23.15,535.45,45.34,1.17
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,1,0,1,12,0,2.74,Off,Low,Not Started,Yes,18.56,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.,7.12,101.51,23.85,576.46,45.08,1.12
2026-04-01 08:45:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,3.1,Off,Low,Not Started,Yes,0.76,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,8.07,118.06,22.48,539.07,44.25,0.43
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,3,1,0,10,0,3.59,Off,Low,Not Started,Yes,24.69,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,9.33,123.91,21.7,589.61,49.82,0.16
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,0,4,0,28,0,4.03,Off,Low,Not Started,Yes,37.0,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,10.49,75.57,23.4,614.63,40.67,0.0
2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,9,0,1,0,10,0,4.82,Off,Low,Not Started,Yes,11.32,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 10 with no active emergency indicators.,12.54,104.46,22.5,542.89,39.44,0.78
2026-04-01 08:50:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,6,0,0,1,7,0,4.12,Off,Low,Not Started,Yes,10.65,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,10.72,84.0,22.52,518.61,45.47,0.0
2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,0,2,1,13,0,2.86,Off,Low,Not Started,Yes,25.11,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 13 with no active emergency indicators.,7.43,90.08,24.42,563.4,45.76,1.18
2026-04-01 08:50:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,1.38,Off,Low,Not Started,Yes,0.7,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.,3.58,116.7,22.3,498.52,44.09,0.28
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,0,2,0,8,0,4.07,Off,Low,Not Started,Yes,15.3,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,10.59,134.7,22.02,596.06,46.68,0.51
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,2,1,0,27,0,4.53,Off,Low,Not Started,Yes,29.78,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 27 with no active emergency indicators.,11.78,92.82,22.63,582.1,42.99,0.0
2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,2,0,0,10,0,4.15,Off,Low,Not Started,Yes,15.25,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 10 with no active emergency indicators.,10.78,104.78,22.56,521.26,37.59,0.97
2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,5,1,1,0,7,0,4.48,Off,Low,Not Started,Yes,14.2,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.,11.64,95.51,22.77,499.89,46.73,0.9
2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,13,0,1,0,14,0,3.09,Off,Low,Not Started,Yes,13.25,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 14 with no active emergency indicators.,8.04,88.28,24.55,580.6,45.8,0.0
2026-04-01 08:55:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,0,0,0,2.01,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.,5.22,132.88,21.74,474.93,42.92,1.43
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,0,0,1,8,0,3.73,Off,Low,Not Started,Yes,11.37,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.,9.69,143.85,22.68,635.01,50.05,0.32
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,16,1,3,6,26,0,3.7,Off,Low,Not Started,Yes,49.86,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,9.62,110.26,23.21,577.02,45.99,0.0
2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,0,1,9,0,4.41,Off,Low,Not Started,Yes,11.98,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.,11.46,99.27,22.33,517.98,37.92,0.42
2026-04-01 09:00:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,7,0,1,0,8,0,2.67,Off,Low,Not Started,Yes,10.01,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 8 with no active emergency indicators.,6.94,88.7,22.79,517.1,47.13,0.43
2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,8,0,4,1,13,0,3.49,Off,Low,Not Started,Yes,35.28,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 13 with no active emergency indicators.,9.07,86.24,24.43,624.82,44.61,0.45
2026-04-01 09:00:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,2,0,0,0,2,0,2.08,Off,Low,Not Started,Yes,1.59,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.,5.42,115.64,22.9,480.99,40.91,1.0
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,0,1,0,10,0,2.23,Off,Low,Not Started,Yes,11.29,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.,5.8,142.06,22.9,648.79,51.73,0.73
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,0,5,2,26,0,3.82,Off,Low,Not Started,Yes,49.88,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,9.93,106.68,23.33,559.1,46.23,0.04
