Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Cluster_ID,Coord_X,Coord_Y,Cluster_Size,DP_Coord_X,DP_Coord_Y,DP_Cluster_Size
2026-04-01 08:05:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.97,24.21,3,83.37,24.11,4
2026-04-01 08:05:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.14,66.78,6,16.29,66.18,7
2026-04-01 08:05:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,45.78,64.45,5,43.89,64.07,5
2026-04-01 08:05:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.74,65.97,6,57.23,67.48,6
2026-04-01 08:05:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.17,66.13,1,72.96,65.08,1
2026-04-01 08:10:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.21,22.98,7,14.3,33.29,3
2026-04-01 08:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,45.17,21.05,3,44.91,17.05,4
2026-04-01 08:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,57.95,21.65,3,62.89,15.7,3
2026-04-01 08:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.31,35.6,13,45.87,36.38,13
2026-04-01 08:10:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.91,21.67,2,77.06,20.25,2
2026-04-01 08:10:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.62,23.33,7,85.91,22.09,6
2026-04-01 08:10:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.81,67.0,4,15.44,65.99,3
2026-04-01 08:10:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.68,68.12,1,27.88,71.54,0
2026-04-01 08:10:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.24,66.04,5,38.73,66.42,6
2026-04-01 08:10:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.42,68.94,5,58.84,67.54,3
2026-04-01 08:10:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,74.03,66.25,2,74.21,64.9,1
2026-04-01 08:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.13,24.04,1,14.57,23.85,0
2026-04-01 08:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,26.96,22.97,6,24.13,25.25,6
2026-04-01 08:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.84,22.29,6,45.16,22.75,6
2026-04-01 08:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.78,24.12,11,57.66,25.31,11
2026-04-01 08:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,48.54,34.9,1,49.67,34.51,2
2026-04-01 08:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.82,35.53,2,43.7,37.25,2
2026-04-01 08:15:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,85.35,24.18,9,84.66,23.26,9
2026-04-01 08:15:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,12.74,66.88,6,13.12,64.24,6
2026-04-01 08:15:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.47,66.62,1,27.04,56.59,2
2026-04-01 08:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.75,66.03,8,45.33,65.8,6
2026-04-01 08:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.68,68.25,2,53.07,69.21,2
2026-04-01 08:15:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.2,64.87,1,71.48,63.45,2
2026-04-01 08:20:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,12.67,22.78,2,12.9,22.8,2
2026-04-01 08:20:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.61,23.05,4,28.26,23.08,0
2026-04-01 08:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,42.47,22.29,3,42.02,24.55,3
2026-04-01 08:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.38,22.65,5,56.79,21.89,5
2026-04-01 08:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.98,33.44,2,51.41,32.97,1
2026-04-01 08:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.66,33.88,11,42.14,35.36,10
2026-04-01 08:20:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.82,22.48,5,75.28,25.61,5
2026-04-01 08:20:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.44,23.12,3,87.43,23.71,3
2026-04-01 08:20:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.54,64.12,2,12.44,65.35,4
2026-04-01 08:20:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.36,68.26,3,23.02,68.77,0
2026-04-01 08:20:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.61,65.3,8,46.21,61.29,7
2026-04-01 08:20:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,55.79,67.88,1,55.39,67.91,1
2026-04-01 08:20:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.93,66.94,2,70.38,66.35,1
2026-04-01 08:25:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,25.31,21.93,8,23.25,21.79,8
2026-04-01 08:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,46.0,22.3,14,46.05,22.58,14
2026-04-01 08:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,49.45,35.02,8,48.19,33.76,8
2026-04-01 08:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,42.89,34.9,1,42.78,33.29,1
2026-04-01 08:25:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.63,23.46,2,73.49,18.14,2
2026-04-01 08:25:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.77,22.44,6,90.1,22.31,6
2026-04-01 08:25:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,13.25,64.89,3,15.57,63.18,0
2026-04-01 08:25:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,24.85,68.1,2,27.67,68.35,2
2026-04-01 08:25:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.0,65.3,8,44.88,66.54,7
2026-04-01 08:25:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.5,65.89,2,59.57,65.05,8
2026-04-01 08:25:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.33,64.89,3,69.31,64.9,2
2026-04-01 08:30:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.81,23.94,6,13.42,25.02,4
2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,44.2,22.44,5,47.17,25.11,5
2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.39,22.29,4,59.21,16.69,4
2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,48.53,36.05,8,50.47,36.92,8
2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.69,35.69,5,42.53,36.47,7
2026-04-01 08:30:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.91,23.26,3,75.38,23.58,4
2026-04-01 08:30:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.73,24.87,6,84.47,27.05,6
2026-04-01 08:30:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.67,66.03,5,13.29,65.19,6
2026-04-01 08:30:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.12,68.17,4,26.18,70.02,8
2026-04-01 08:30:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,45.03,65.69,4,41.82,63.75,3
2026-04-01 08:30:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,55.46,67.97,6,53.85,65.43,4
2026-04-01 08:30:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.81,67.96,1,76.04,71.93,1
2026-04-01 08:35:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.74,23.36,3,12.49,19.72,4
2026-04-01 08:35:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.32,24.14,4,31.72,23.48,3
2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,44.35,22.42,5,48.13,22.71,7
2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.78,23.71,13,53.11,22.64,9
2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,43.62,34.05,5,46.4,32.23,4
2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.04,21.7,6,73.58,23.04,5
2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.08,24.36,3,90.05,23.9,1
2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.32,66.67,1,12.0,67.59,2
2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.7,68.8,6,26.35,68.05,6
2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,42.51,66.97,11,40.35,68.77,8
2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,50.1,79.45,1,50.1,79.39,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.95,22.43,6,12.01,21.54,3
2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.9,22.86,1,29.43,23.62,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.43,23.75,19,37.67,22.49,20
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.13,22.11,2,54.04,21.01,0
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.63,36.05,1,48.67,32.67,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,44.13,34.6,4,44.87,33.15,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.8,20.57,2,73.88,17.93,0
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.86,22.45,1,88.53,23.12,3
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C3,78.35,36.15,8,75.57,34.48,8
2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.71,66.47,2,14.64,65.89,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.94,67.33,4,26.8,68.22,3
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.77,65.24,2,47.19,60.74,4
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.67,66.51,1,58.21,66.06,3
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,48.92,80.88,9,51.39,82.48,10
2026-04-01 08:40:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,75.21,65.14,1,74.51,64.86,0
2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.71,22.36,4,20.31,22.54,4
2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,26.01,23.53,5,23.17,22.82,5
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,44.7,24.58,14,46.34,15.06,14
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,57.32,24.06,5,57.26,23.71,3
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.94,35.86,4,49.54,37.32,4
2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.3,21.31,4,79.19,17.62,3
2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.25,22.24,7,90.48,19.04,6
2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,12.8,65.57,1,8.07,65.54,0
2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.56,68.38,5,28.16,67.99,5
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.16,67.81,6,44.17,67.87,6
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,57.57,66.99,5,57.18,66.58,6
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,49.92,80.6,1,49.7,78.07,0
2026-04-01 08:45:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,72.17,66.6,1,73.58,68.64,0
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,12.92,21.94,4,12.66,21.47,4
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.18,23.66,6,26.61,20.55,6
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.91,22.15,3,43.13,32.34,5
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.93,23.24,11,57.38,23.59,10
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.66,35.35,5,49.68,33.78,10
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.16,35.99,9,42.01,36.07,9
2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.89,22.75,1,76.07,19.39,1
2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.1,23.99,9,81.53,24.06,9
2026-04-01 08:50:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,26.29,67.52,7,28.63,63.83,9
2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,55.7,67.9,5,57.28,67.15,5
2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,48.2,79.22,8,45.04,77.13,7
2026-04-01 08:50:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.28,67.24,1,73.94,63.93,3
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.53,22.42,5,6.45,22.02,5
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.03,22.59,3,25.15,22.86,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.89,22.5,17,41.76,24.53,18
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,57.44,24.01,4,60.0,21.42,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.89,36.07,6,51.48,36.8,7
2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.7,22.51,6,70.33,24.19,6
2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.95,25.06,4,88.77,22.16,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.32,64.55,3,14.64,67.23,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.79,67.89,4,27.35,68.52,6
2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.18,66.86,8,46.94,67.83,8
2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.06,67.92,6,60.11,63.85,7
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,12.88,22.05,4,16.38,23.03,3
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.56,21.73,4,25.35,22.43,4
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.96,20.54,7,44.92,25.82,7
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.43,23.38,1,49.89,21.39,0
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.05,33.51,7,50.58,34.1,5
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,43.15,34.53,11,43.56,33.44,10
2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.1,21.45,6,85.27,19.94,8
2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.97,23.87,3,88.68,30.37,3
2026-04-01 09:00:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,26.83,66.32,8,29.46,68.65,9
2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.21,67.11,8,45.68,68.52,9
2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,54.18,66.55,5,55.51,65.69,4
2026-04-01 09:00:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.59,64.74,2,74.34,64.98,2
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.25,21.43,2,13.82,24.04,2
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.62,24.51,8,26.13,24.08,8
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,44.84,24.73,6,43.15,31.16,6
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.65,23.83,4,55.64,19.25,4
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,42.88,34.7,16,45.35,32.44,15
2026-04-01 09:05:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,75.2,21.93,10,68.43,26.25,11
2026-04-01 09:05:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,80.46,36.5,1,81.33,39.5,0
2026-04-01 09:05:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.27,66.41,6,15.49,71.81,5
2026-04-01 09:05:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.45,67.99,2,29.68,66.0,0
2026-04-01 09:05:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,56.59,67.27,7,57.1,66.71,6
2026-04-01 09:05:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,50.06,79.63,7,49.08,82.22,5
2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.66,22.72,7,16.02,26.29,6
2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,26.32,24.48,1,24.12,21.97,1
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.32,22.43,2,46.54,21.92,3
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.54,22.25,4,56.1,19.22,3
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,48.93,35.0,5,47.0,34.39,5
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.36,34.38,13,38.09,37.22,16
2026-04-01 09:10:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.74,22.26,8,74.24,21.5,9
2026-04-01 09:10:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,87.76,23.46,1,87.49,27.88,2
2026-04-01 09:10:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,13.73,66.31,5,16.37,65.15,6
2026-04-01 09:10:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.97,66.9,1,25.78,64.65,1
2026-04-01 09:10:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,56.97,67.93,3,58.82,71.35,3
2026-04-01 09:10:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,48.9,80.74,11,48.45,87.55,11
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.82,22.51,1,15.05,21.98,0
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.48,23.93,7,25.75,31.07,7
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C3,19.04,35.03,3,17.51,34.28,1
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,42.33,21.72,5,40.64,20.87,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.5,22.92,12,51.11,19.67,13
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.3,34.59,3,49.04,27.48,2
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,41.06,35.76,8,36.9,30.24,7
2026-04-01 09:15:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.75,22.33,5,74.57,21.03,4
2026-04-01 09:15:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.42,23.14,5,90.59,24.01,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.73,66.45,3,11.39,66.71,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.11,67.79,5,27.45,76.56,4
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.64,66.73,3,43.74,65.93,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.77,68.02,4,55.24,65.24,3
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,48.9,79.45,8,50.77,74.53,9
2026-04-01 09:15:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,72.25,66.44,3,71.96,64.29,4
2026-04-01 09:20:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.89,22.51,6,13.56,24.13,6
2026-04-01 09:20:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.3,22.26,3,27.62,24.65,1
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.84,22.23,4,48.89,23.24,4
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.88,23.67,6,56.1,24.52,5
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,50.13,34.21,1,52.14,34.38,1
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.17,34.75,14,42.92,35.07,16
2026-04-01 09:20:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.91,22.43,3,74.26,20.52,6
2026-04-01 09:20:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.64,23.22,7,87.85,23.75,6
2026-04-01 09:20:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.4,65.21,3,12.29,71.88,6
2026-04-01 09:20:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,24.85,68.31,5,22.64,66.76,3
