Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Zone_X_Min,Zone_Y_Min,Zone_X_Max,Zone_Y_Max,Zone_Center_X,Zone_Center_Y,Adult_Count,Child_Count,Elderly_Count,Disabled_Count,Total_Occupancy_Raw,Fire_Alarm_Triggered,Smoke_Obscuration_Pct,Sprinkler_System_Status,Hazard_Level_Rating,Zone_Clearance_Status,Exit_Route_Passable,Evacuation_Priority_Score,Last_Manual_Sweep_Time,Event_Type,Details
2026-04-01 08:10:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,0,1,9,0,4.57,Off,Low,Not Started,Yes,11.79,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:10:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,1,0,5,0,4.42,Off,Low,Not Started,Yes,8.54,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.
2026-04-01 08:10:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,9,0,1,0,10,0,4.96,Off,Low,Not Started,Yes,11.02,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:10:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,2,0,0,0,2,0,5.22,Off,Low,Not Started,Yes,1.36,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.
2026-04-01 08:15:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,5,2,0,0,7,0,4.33,Off,Low,Not Started,Yes,13.1,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:15:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,12,2,3,3,20,0,3.98,Off,Low,Not Started,Yes,46.63,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 20 with no active emergency indicators.
2026-04-01 08:15:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,9,0,0,0,9,0,4.79,Off,Low,Not Started,Yes,5.25,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:15:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,6,0,0,1,7,0,5.19,Off,Low,Not Started,Yes,10.65,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:15:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,7,1,1,1,10,0,3.4,Off,Low,Not Started,Yes,22.2,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:15:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,4.48,Off,Low,Not Started,Yes,0.57,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.
2026-04-01 08:20:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,4,0,2,0,6,0,5.73,Off,Low,Not Started,Yes,13.93,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 6 with no active emergency indicators.
2026-04-01 08:20:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,17,0,4,0,21,0,3.97,Off,Low,Not Started,Yes,33.17,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 21 with no active emergency indicators.
2026-04-01 08:20:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,0,0,8,0,4.13,Off,Low,Not Started,Yes,4.86,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 08:20:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,1,0,5,0,4.79,Off,Low,Not Started,Yes,8.11,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.
2026-04-01 08:20:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,6,0,2,1,9,0,2.77,Off,Low,Not Started,Yes,22.8,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:20:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,2,0,0,0,2,0,4.18,Off,Low,Not Started,Yes,2.08,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.
2026-04-01 08:25:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,1,0,0,8,0,5.06,Off,Low,Not Started,Yes,9.4,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 08:25:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,18,1,2,2,23,0,3.78,Off,Low,Not Started,Yes,41.49,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.
2026-04-01 08:25:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,7,0,1,0,8,0,2.79,Off,Low,Not Started,Yes,10.14,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 08:25:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,5,0,0,0,5,0,5.62,Off,Low,Not Started,Yes,3.57,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 5 with no active emergency indicators.
2026-04-01 08:25:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,9,0,1,0,10,0,4.82,Off,Low,Not Started,Yes,11.39,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:25:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,3,0,0,0,3,0,4.0,Off,Low,Not Started,Yes,2.14,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 3 with no active emergency indicators.
2026-04-01 08:30:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,0,0,0,6,0,5.08,Off,Low,Not Started,Yes,3.86,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 6 with no active emergency indicators.
2026-04-01 08:30:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,17,0,3,2,22,0,3.09,Off,Low,Not Started,Yes,42.01,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 22 with no active emergency indicators.
2026-04-01 08:30:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,7,0,2,0,9,0,3.14,Off,Low,Not Started,Yes,16.21,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:30:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,1,3,1,9,0,5.02,Off,Low,Not Started,Yes,32.09,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:30:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,5,3,0,2,10,0,4.1,Off,Low,Not Started,Yes,32.78,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:30:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,4.38,Off,Low,Not Started,Yes,0.57,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.
2026-04-01 08:35:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,1,0,0,7,0,3.19,Off,Low,Not Started,Yes,8.93,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,1,3,0,23,0,3.76,Off,Low,Not Started,Yes,33.44,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.
2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,1,0,9,0,3.19,Off,Low,Not Started,Yes,10.54,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,6,0,1,0,7,0,4.46,Off,Low,Not Started,Yes,9.39,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,1,1,0,12,0,3.32,Off,Low,Not Started,Yes,17.05,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.
2026-04-01 08:35:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,0,0,0,4.21,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.
2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,5,0,1,1,7,0,4.3,Off,Low,Not Started,Yes,16.53,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,25,0,0,1,26,0,6.03,Off,Low,Not Started,Yes,22.01,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,2,1,0,11,0,3.88,Off,Low,Not Started,Yes,20.76,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.
2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,2,0,0,6,0,4.96,Off,Low,Not Started,Yes,13.14,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,9,0,3,0,12,0,3.07,Off,Low,Not Started,Yes,23.15,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.
2026-04-01 08:40:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,1,1,0,3.77,Off,Low,Not Started,Yes,7.64,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.
2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,3,4,0,2,9,0,4.85,Off,Low,Not Started,Yes,37.08,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,18,1,3,1,23,0,5.27,Off,Low,Not Started,Yes,40.09,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.
2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,3,0,11,0,2.91,Off,Low,Not Started,Yes,22.35,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.
2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,0,2,6,0,4.88,Off,Low,Not Started,Yes,17.26,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,1,0,1,12,0,2.74,Off,Low,Not Started,Yes,18.56,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 12 with no active emergency indicators.
2026-04-01 08:45:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,3.1,Off,Low,Not Started,Yes,0.76,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,3,1,0,10,0,3.59,Off,Low,Not Started,Yes,24.69,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,0,4,0,28,0,4.03,Off,Low,Not Started,Yes,37.0,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.
2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,9,0,1,0,10,0,4.82,Off,Low,Not Started,Yes,11.32,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:50:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,6,0,0,1,7,0,4.12,Off,Low,Not Started,Yes,10.65,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,0,2,1,13,0,2.86,Off,Low,Not Started,Yes,25.11,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 13 with no active emergency indicators.
2026-04-01 08:50:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,1,0,0,0,1,0,1.38,Off,Low,Not Started,Yes,0.7,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 1 with no active emergency indicators.
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,0,2,0,8,0,4.07,Off,Low,Not Started,Yes,15.3,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,2,1,0,27,0,4.53,Off,Low,Not Started,Yes,29.78,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 27 with no active emergency indicators.
2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,2,0,0,10,0,4.15,Off,Low,Not Started,Yes,15.25,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,5,1,1,0,7,0,4.48,Off,Low,Not Started,Yes,14.2,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 7 with no active emergency indicators.
2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,13,0,1,0,14,0,3.09,Off,Low,Not Started,Yes,13.25,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 14 with no active emergency indicators.
2026-04-01 08:55:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,0,0,0,2.01,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,7,0,0,1,8,0,3.73,Off,Low,Not Started,Yes,11.37,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,16,1,3,6,26,0,3.7,Off,Low,Not Started,Yes,49.86,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.
2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,0,0,1,9,0,4.41,Off,Low,Not Started,Yes,11.98,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 09:00:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,7,0,1,0,8,0,2.67,Off,Low,Not Started,Yes,10.01,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,8,0,4,1,13,0,3.49,Off,Low,Not Started,Yes,35.28,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 13 with no active emergency indicators.
2026-04-01 09:00:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,2,0,0,0,2,0,2.08,Off,Low,Not Started,Yes,1.59,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 2 with no active emergency indicators.
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,0,1,0,10,0,2.23,Off,Low,Not Started,Yes,11.29,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,0,5,2,26,0,3.82,Off,Low,Not Started,Yes,49.88,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.
2026-04-01 09:05:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,8,1,1,1,11,0,4.43,Off,Low,Not Started,Yes,22.74,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 11 with no active emergency indicators.
2026-04-01 09:05:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,5,0,3,0,8,0,2.31,Off,Low,Not Started,Yes,20.88,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 09:05:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,0,3,1,14,0,2.97,Off,Low,Not Started,Yes,30.4,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 14 with no active emergency indicators.
2026-04-01 09:05:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,0,0,0,2.81,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.
2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,6,1,0,1,8,0,3.14,Off,Low,Not Started,Yes,15.96,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,1,2,2,24,0,4.27,Off,Low,Not Started,Yes,42.34,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.
2026-04-01 09:10:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,9,0,0,0,9,0,4.33,Off,Low,Not Started,Yes,5.39,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 9 with no active emergency indicators.
2026-04-01 09:10:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,5,0,0,1,6,0,2.59,Off,Low,Not Started,Yes,10.08,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 6 with no active emergency indicators.
2026-04-01 09:10:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,11,1,1,1,14,0,3.32,Off,Low,Not Started,Yes,24.45,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 14 with no active emergency indicators.
2026-04-01 09:10:00,MON-20260401,Level 1,Z6,ExitArea,66.0,56.0,94.0,88.0,80.0,72.0,0,0,0,0,0,0,3.13,Off,Low,Not Started,Yes,0.0,,Routine Monitoring,Z6 (ExitArea) under normal monitoring. Occupancy at 0 with no active emergency indicators.
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,6.0,12.0,34.0,44.0,20.0,28.0,9,1,1,0,11,0,3.15,Off,Low,Not Started,Yes,16.09,,Routine Monitoring,Z1 (Reception) under normal monitoring. Occupancy at 11 with no active emergency indicators.
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,27,1,0,0,28,0,3.88,Off,Low,Not Started,Yes,20.55,,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.
2026-04-01 09:15:00,MON-20260401,Level 1,Z3,MeetingRoom,66.0,12.0,94.0,44.0,80.0,28.0,9,0,1,0,10,0,4.08,Off,Low,Not Started,Yes,11.16,,Routine Monitoring,Z3 (MeetingRoom) under normal monitoring. Occupancy at 10 with no active emergency indicators.
2026-04-01 09:15:00,MON-20260401,Level 1,Z4,Pantry,6.0,56.0,34.0,88.0,20.0,72.0,4,0,2,2,8,0,3.12,Off,Low,Not Started,Yes,28.37,,Routine Monitoring,Z4 (Pantry) under normal monitoring. Occupancy at 8 with no active emergency indicators.
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,36.0,56.0,64.0,88.0,50.0,72.0,10,1,4,0,15,0,5.24,Off,Low,Not Started,Yes,34.9,,Routine Monitoring,Z5 (Corridor) under normal monitoring. Occupancy at 15 with no active emergency indicators.
