Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Cluster_ID,Coord_X,Coord_Y,Cluster_Size
2026-04-01 08:35:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,43.62,34.05,5
2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.04,21.7,6
2026-04-01 08:35:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.08,24.36,3
2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.32,66.67,1
2026-04-01 08:35:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.7,68.8,6
2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,42.51,66.97,11
2026-04-01 08:35:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,50.1,79.45,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.95,22.43,6
2026-04-01 08:40:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.9,22.86,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.43,23.75,19
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.13,22.11,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.63,36.05,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,44.13,34.6,4
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.8,20.57,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.86,22.45,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C3,78.35,36.15,8
2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.71,66.47,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.94,67.33,4
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.77,65.24,2
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.67,66.51,1
2026-04-01 08:40:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,48.92,80.88,9
2026-04-01 08:40:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,75.21,65.14,1
2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.71,22.36,4
2026-04-01 08:45:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,26.01,23.53,5
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,44.7,24.58,14
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,57.32,24.06,5
2026-04-01 08:45:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.94,35.86,4
2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.3,21.31,4
2026-04-01 08:45:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.25,22.24,7
2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,12.8,65.57,1
2026-04-01 08:45:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.56,68.38,5
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.16,67.81,6
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,57.57,66.99,5
2026-04-01 08:45:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,49.92,80.6,1
2026-04-01 08:45:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,72.17,66.6,1
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,12.92,21.94,4
2026-04-01 08:50:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.18,23.66,6
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.91,22.15,3
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.93,23.24,11
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.66,35.35,5
2026-04-01 08:50:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.16,35.99,9
2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.89,22.75,1
2026-04-01 08:50:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.1,23.99,9
2026-04-01 08:50:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,26.29,67.52,7
2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,55.7,67.9,5
2026-04-01 08:50:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,48.2,79.22,8
2026-04-01 08:50:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.28,67.24,1
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.53,22.42,5
2026-04-01 08:55:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.03,22.59,3
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.89,22.5,17
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,57.44,24.01,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.89,36.07,6
2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.7,22.51,6
2026-04-01 08:55:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.95,25.06,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.32,64.55,3
2026-04-01 08:55:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.79,67.89,4
2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.18,66.86,8
2026-04-01 08:55:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.06,67.92,6
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,12.88,22.05,4
2026-04-01 09:00:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.56,21.73,4
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.96,20.54,7
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.43,23.38,1
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.05,33.51,7
2026-04-01 09:00:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,43.15,34.53,11
2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.1,21.45,6
2026-04-01 09:00:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.97,23.87,3
2026-04-01 09:00:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,26.83,66.32,8
2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.21,67.11,8
2026-04-01 09:00:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,54.18,66.55,5
2026-04-01 09:00:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.59,64.74,2
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.25,21.43,2
2026-04-01 09:05:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.62,24.51,8
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,44.84,24.73,6
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.65,23.83,4
2026-04-01 09:05:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,42.88,34.7,16
2026-04-01 09:05:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,75.2,21.93,10
2026-04-01 09:05:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,80.46,36.5,1
2026-04-01 09:05:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.27,66.41,6
2026-04-01 09:05:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.45,67.99,2
2026-04-01 09:05:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,56.59,67.27,7
2026-04-01 09:05:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,50.06,79.63,7
2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.66,22.72,7
2026-04-01 09:10:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,26.32,24.48,1
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.32,22.43,2
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.54,22.25,4
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,48.93,35.0,5
2026-04-01 09:10:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.36,34.38,13
2026-04-01 09:10:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.74,22.26,8
2026-04-01 09:10:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,87.76,23.46,1
2026-04-01 09:10:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,13.73,66.31,5
2026-04-01 09:10:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.97,66.9,1
2026-04-01 09:10:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,56.97,67.93,3
2026-04-01 09:10:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,48.9,80.74,11
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.82,22.51,1
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.48,23.93,7
2026-04-01 09:15:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C3,19.04,35.03,3
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,42.33,21.72,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.5,22.92,12
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.3,34.59,3
2026-04-01 09:15:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,41.06,35.76,8
2026-04-01 09:15:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.75,22.33,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.42,23.14,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.73,66.45,3
2026-04-01 09:15:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.11,67.79,5
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,44.64,66.73,3
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.77,68.02,4
2026-04-01 09:15:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,48.9,79.45,8
2026-04-01 09:15:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,72.25,66.44,3
2026-04-01 09:20:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.89,22.51,6
2026-04-01 09:20:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.3,22.26,3
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.84,22.23,4
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,55.88,23.67,6
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,50.13,34.21,1
2026-04-01 09:20:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,42.17,34.75,14
2026-04-01 09:20:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,73.91,22.43,3
2026-04-01 09:20:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.64,23.22,7
2026-04-01 09:20:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,14.4,65.21,3
2026-04-01 09:20:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,24.85,68.31,5
2026-04-01 09:20:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,58.19,68.27,3
2026-04-01 09:20:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,49.42,78.79,12
2026-04-01 09:20:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,73.99,66.47,2
2026-04-01 09:25:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,14.92,22.78,6
2026-04-01 09:25:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,25.23,23.76,3
2026-04-01 09:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,41.98,23.71,3
2026-04-01 09:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,54.96,23.26,12
2026-04-01 09:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.08,35.61,13
2026-04-01 09:25:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,41.38,35.48,1
2026-04-01 09:25:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,72.79,22.82,1
2026-04-01 09:25:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,86.9,23.09,1
2026-04-01 09:25:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C3,79.05,35.3,12
2026-04-01 09:25:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,12.82,66.94,1
2026-04-01 09:25:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,26.17,66.6,6
2026-04-01 09:25:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,41.65,66.43,2
2026-04-01 09:25:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,56.53,67.91,8
2026-04-01 09:25:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,50.48,78.01,4
2026-04-01 09:25:00,MON-20260401,Level 1,Z6,ExitArea,MON-20260401-Z6-C1,72.39,65.59,2
2026-04-01 09:30:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,25.84,23.76,4
2026-04-01 09:30:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,21.12,38.03,7
2026-04-01 09:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,42.92,21.87,14
2026-04-01 09:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.74,24.34,10
2026-04-01 09:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C3,49.19,34.97,3
2026-04-01 09:30:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C4,41.44,34.7,3
2026-04-01 09:30:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C1,74.86,22.49,4
2026-04-01 09:30:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C2,85.85,23.66,4
2026-04-01 09:30:00,MON-20260401,Level 1,Z3,MeetingRoom,MON-20260401-Z3-C3,77.95,35.43,5
2026-04-01 09:30:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C1,13.54,64.97,4
2026-04-01 09:30:00,MON-20260401,Level 1,Z4,Pantry,MON-20260401-Z4-C2,25.81,67.77,3
2026-04-01 09:30:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C1,43.23,66.41,6
2026-04-01 09:30:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C2,55.7,67.26,6
2026-04-01 09:30:00,MON-20260401,Level 1,Z5,Corridor,MON-20260401-Z5-C3,50.85,80.33,2
2026-04-01 09:35:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C1,13.47,20.7,3
2026-04-01 09:35:00,MON-20260401,Level 1,Z1,Reception,MON-20260401-Z1-C2,27.63,24.85,7
2026-04-01 09:35:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C1,43.2,22.28,10
2026-04-01 09:35:00,MON-20260401,Level 1,Z2,Workspace,MON-20260401-Z2-C2,56.73,23.32,12
